        NN     FT     ST      E       DCG
No.266: 0.000	 0.000	 0.167	 0.053	 0.278
No.267: 0.000	 0.000	 0.000	 0.000	 0.128
No.268: 0.000	 0.000	 0.000	 0.000	 0.183
No.269: 0.000	 0.000	 0.000	 0.000	 0.204
No.270: 0.000	 0.167	 0.167	 0.053	 0.455
No.271: 0.000	 0.000	 0.000	 0.000	 0.174
No.272: 0.000	 0.167	 0.167	 0.053	 0.328
No.273: 0.000	 0.000	 0.000	 0.053	 0.250
No.274: 0.000	 0.000	 0.000	 0.000	 0.142
No.275: 0.000	 0.000	 0.000	 0.000	 0.190
No.276: 0.000	 0.000	 0.000	 0.000	 0.193
No.277: 0.000	 0.000	 0.000	 0.000	 0.140
No.278: 0.000	 0.167	 0.167	 0.053	 0.320
No.279: 0.000	 0.000	 0.000	 0.000	 0.234
No.280: 0.000	 0.000	 0.000	 0.000	 0.170
No.281: 0.000	 0.000	 0.000	 0.000	 0.163
No.282: 0.000	 0.167	 0.500	 0.263	 0.580
No.283: 0.000	 0.000	 0.000	 0.000	 0.150
No.284: 0.000	 0.000	 0.000	 0.000	 0.171
No.285: 0.000	 0.000	 0.000	 0.000	 0.156
No.286: 1.000	 0.333	 0.667	 0.263	 0.629
No.287: 0.000	 0.000	 0.000	 0.053	 0.202
No.288: 0.000	 0.000	 0.000	 0.000	 0.198
No.289: 0.000	 0.167	 0.167	 0.053	 0.286
No.290: 0.000	 0.167	 0.167	 0.053	 0.344
No.291: 0.000	 0.000	 0.000	 0.000	 0.147
No.292: 0.000	 0.167	 0.167	 0.158	 0.490
No.293: 0.000	 0.000	 0.000	 0.000	 0.144
No.294: 0.000	 0.000	 0.000	 0.000	 0.119
No.295: 0.000	 0.000	 0.167	 0.053	 0.249
No.296: 0.000	 0.167	 0.167	 0.105	 0.291
No.297: 0.000	 0.000	 0.000	 0.105	 0.271
No.298: 0.000	 0.000	 0.000	 0.000	 0.156
No.299: 0.000	 0.000	 0.000	 0.000	 0.125
No.300: 0.000	 0.000	 0.000	 0.000	 0.203
No.301: 0.000	 0.042	 0.042	 0.036	 0.319
No.302: 0.000	 0.000	 0.042	 0.000	 0.300
No.303: 0.000	 0.083	 0.125	 0.071	 0.427
No.304: 0.000	 0.042	 0.042	 0.036	 0.339
No.305: 0.000	 0.000	 0.042	 0.036	 0.250
No.306: 0.000	 0.000	 0.000	 0.000	 0.247
No.307: 0.000	 0.000	 0.000	 0.000	 0.257
No.308: 0.000	 0.083	 0.083	 0.071	 0.307
No.309: 1.000	 0.250	 0.292	 0.214	 0.622
No.310: 0.000	 0.042	 0.083	 0.036	 0.427
No.311: 0.000	 0.000	 0.000	 0.000	 0.223
No.312: 0.000	 0.000	 0.000	 0.000	 0.263
No.313: 0.000	 0.042	 0.083	 0.071	 0.276
No.314: 0.000	 0.042	 0.042	 0.036	 0.345
No.315: 0.000	 0.125	 0.125	 0.107	 0.394
No.316: 0.000	 0.042	 0.042	 0.036	 0.285
No.317: 0.000	 0.000	 0.083	 0.036	 0.312
No.318: 0.000	 0.083	 0.208	 0.143	 0.385
No.319: 0.000	 0.000	 0.000	 0.000	 0.235
No.320: 1.000	 0.042	 0.208	 0.107	 0.421
No.321: 0.000	 0.000	 0.000	 0.000	 0.228
No.322: 0.000	 0.000	 0.000	 0.000	 0.230
No.323: 0.000	 0.000	 0.000	 0.000	 0.215
No.324: 0.000	 0.000	 0.000	 0.000	 0.273
No.325: 1.000	 0.083	 0.125	 0.071	 0.471
No.326: 0.000	 0.000	 0.042	 0.000	 0.234
No.327: 0.000	 0.000	 0.000	 0.000	 0.270
No.328: 0.000	 0.000	 0.000	 0.000	 0.272
No.329: 0.000	 0.000	 0.000	 0.000	 0.250
No.330: 0.000	 0.000	 0.000	 0.000	 0.241
No.331: 0.000	 0.000	 0.000	 0.000	 0.218
No.332: 0.000	 0.042	 0.083	 0.036	 0.299
No.333: 0.000	 0.000	 0.042	 0.000	 0.275
No.334: 0.000	 0.083	 0.083	 0.071	 0.343
No.335: 0.000	 0.042	 0.083	 0.071	 0.286
No.336: 0.000	 0.000	 0.000	 0.000	 0.242
No.337: 0.000	 0.000	 0.042	 0.000	 0.284
No.338: 0.000	 0.000	 0.042	 0.000	 0.245
No.339: 0.000	 0.042	 0.208	 0.036	 0.382
No.340: 0.000	 0.000	 0.000	 0.000	 0.267
No.341: 0.000	 0.042	 0.042	 0.036	 0.371
No.342: 0.000	 0.125	 0.125	 0.107	 0.342
No.343: 0.000	 0.083	 0.083	 0.071	 0.333
No.344: 0.000	 0.083	 0.125	 0.107	 0.312
No.345: 0.000	 0.083	 0.125	 0.071	 0.384
No.346: 1.000	 0.083	 0.125	 0.107	 0.401
No.347: 0.000	 0.042	 0.042	 0.036	 0.288
No.348: 0.000	 0.000	 0.000	 0.000	 0.247
No.349: 0.000	 0.000	 0.000	 0.000	 0.276
No.350: 0.000	 0.000	 0.000	 0.000	 0.254
No.351: 0.000	 0.000	 0.000	 0.000	 0.163
No.352: 0.000	 0.000	 0.000	 0.000	 0.172
No.353: 0.000	 0.000	 0.182	 0.093	 0.231
No.354: 0.000	 0.273	 0.273	 0.140	 0.332
No.355: 0.000	 0.091	 0.091	 0.047	 0.254
No.356: 1.000	 0.364	 0.364	 0.186	 0.668
No.357: 1.000	 0.364	 0.364	 0.186	 0.686
No.358: 1.000	 0.273	 0.273	 0.186	 0.578
No.359: 0.000	 0.182	 0.182	 0.093	 0.330
No.360: 0.000	 0.000	 0.000	 0.000	 0.166
No.361: 0.000	 0.182	 0.273	 0.186	 0.346
No.362: 0.000	 0.000	 0.000	 0.000	 0.167
No.363: 0.000	 0.000	 0.091	 0.093	 0.228
No.364: 0.000	 0.091	 0.273	 0.186	 0.320
No.365: 0.000	 0.000	 0.000	 0.000	 0.195
No.366: 0.000	 0.000	 0.000	 0.000	 0.179
No.367: 1.000	 0.273	 0.364	 0.186	 0.592
No.368: 0.000	 0.000	 0.000	 0.000	 0.171
No.369: 1.000	 0.273	 0.273	 0.140	 0.619
No.370: 1.000	 0.091	 0.091	 0.047	 0.369
No.371: 0.000	 0.000	 0.000	 0.000	 0.171
No.372: 0.000	 0.000	 0.091	 0.047	 0.222
No.373: 1.000	 0.364	 0.364	 0.186	 0.660
No.374: 0.000	 0.000	 0.000	 0.000	 0.224
No.375: 1.000	 0.364	 0.364	 0.186	 0.599
No.376: 0.000	 0.000	 0.091	 0.140	 0.278
No.377: 0.000	 0.091	 0.091	 0.047	 0.224
No.378: 1.000	 0.091	 0.182	 0.140	 0.387
No.379: 0.000	 0.000	 0.000	 0.000	 0.201
No.380: 0.000	 0.091	 0.091	 0.047	 0.239
No.381: 0.000	 0.000	 0.182	 0.140	 0.310
No.382: 1.000	 0.182	 0.273	 0.186	 0.575
No.383: 0.000	 0.000	 0.000	 0.000	 0.169
No.384: 1.000	 0.364	 0.364	 0.186	 0.636
No.385: 0.000	 0.000	 0.000	 0.000	 0.196
No.386: 0.000	 0.000	 0.000	 0.000	 0.160
